Tahun,Provinsi,Kabupaten/Kota,Luas Wilayah (km2)(A),Luas RTH (km2)(B),% RTH(B/A),Taman Kota (km2),Hutan Kota (km2),Jalur hijau di Jalan (km2),Sempadan Sungai (km2),Sempadan Pantai (km2),Tempat Pemakaman Umum (km2),Sempadan Rel Kereta Api (km2),Jalur Hijau Jaringan Listrik Tegangan Tinggi (km2),Pengaman Sumber_Air Baku Mata Air (km2),Kebun Bibit (km2),Lain-lain (km2)
2021,Aceh,Kab. Aceh Selatan,"4,173.82",,,-,-,-,-,-,-,-,-,-,-,-
2021,Aceh,Kab. Aceh Timur,"6,040.60",0.0757,0,0.05,0.03,-,-,-,-,-,-,-,-,-
2021,Aceh,Kab. Aceh Tengah,"4,527.53",1.11217,0.02,0.32,0.02,0.02,0.6,0.15,0.01,-,-,-,-,-
2021,Aceh,Kab. Aceh Barat,"2,927.95",0.02902,0,0.01,0.01,0,0,0,0,-,-,-,-,-
2021,Aceh,Kab. Aceh Besar,"2,903.50",,,-,-,-,-,-,-,-,-,-,-,-
2021,Aceh,Kab. Pidie,"3,184.45",0.21488,0.01,0.21,-,-,-,-,-,-,-,-,-,-
2021,Aceh,Kab. Simeulue,"1,838.09",0.06226,0,0.03,-,0.03,-,-,-,-,-,-,-,-
2021,Aceh,Kab. Aceh Singkil,"1,857.88",697.58337,37.55,0.31,-,-,689.45,1.38,1.97,-,-,-,-,4.49
2021,Aceh,Kab. Bireuen,"1,798.00",,,-,-,-,-,-,-,-,-,-,-,-
2021,Aceh,Kab. Aceh Barat Daya,"188,205.00",0.70084,0,0.7,-,-,-,-,-,-,-,-,-,-
2021,Aceh,Kab. Gayo Lues,"5,549.91",1.10381,0.02,-,0.32,0.06,0.23,-,-,-,-,-,-,0.5
2021,Aceh,Kab. Aceh Jaya,"3,727.00",0.8222,0.02,0.13,-,0.11,0.18,0.4,-,-,-,-,-,-
2021,Aceh,Kab. Aceh Tamiang,"1,957.02",,,-,-,-,-,-,-,-,-,-,-,-
2021,Aceh,Kab. Bener Meriah,1.94,0.002,0.1,0,-,-,-,-,-,-,-,-,-,-
2021,Aceh,Kab. Pidie Jaya,952.11,,,-,-,-,-,-,-,-,-,-,-,-
2021,Aceh,Kota Banda Aceh,59.02,8.30634,14.07,1.02,0.28,0.67,1.3,4.61,0.34,-,-,-,-,0.07
2021,Aceh,Kota Sabang,122.13,0.00754,0.01,0.01,-,-,-,-,-,-,-,-,-,-
2021,Aceh,Kota Langsa,239.83,75.15228,31.34,55.07,0.75,13.51,5.46,0.05,0.32,-,-,-,-,-
2021,Aceh,Kota Subulussalam,"1,391.00",0.2,0.01,0.2,-,-,-,-,-,-,-,-,-,-
2021,Sumatera Utara,Kab. Tapanuli Tengah,"2,194.98",0.00058,0,0,0,-,-,-,-,-,-,-,-,-
2021,Sumatera Utara,Kab. Tapanuli Utara,"3,793.71",0.00092,0,0,0,-,-,-,-,-,-,-,-,-
2021,Sumatera Utara,Kab. Tapanuli Selatan,"4,355.35","3,300.75",75.79,0.4,0.2,-,520,-,-,-,-,-,0.9,"2,779.25"
2021,Sumatera Utara,Kab. Langkat,"6,273.29",0.08584,0,0.01,0,0.08,-,-,-,-,-,-,-,-
2021,Sumatera Utara,Kab. Karo,"2,127.25",0.01001,0,0.01,-,-,-,-,-,-,-,-,-,-
2021,Sumatera Utara,Kab. Deli Serdang,"2,498.00",421.37275,16.87,12.81,371.25,6.34,0,21.53,9.44,-,-,-,-,-
2021,Sumatera Utara,Kab. Asahan,"3,732.97",0.21712,0.01,0.12,0.09,0.01,-,-,-,-,-,-,-,-
2021,Sumatera Utara,Kab. Dairi,"1,927.80",,,-,-,-,-,-,-,-,-,-,-,-
2021,Sumatera Utara,Kab. Toba,"2,022.00",,,-,-,-,-,-,-,-,-,-,-,-
2021,Sumatera Utara,Kab. Nias Selatan,"2,487.99",,,-,-,-,-,-,-,-,-,-,-,-
2021,Sumatera Utara,Kota Medan,265.1,18.8381,7.11,0.67,0,0.26,5.72,0.33,11.63,0.03,0.03,-,-,0.17
2021,Sumatera Utara,Kota Pematang Siantar,79.97,0.7095,0.89,0.04,0.21,0.05,0.08,-,0.26,0.07,-,-,-,-
2021,Sumatera Utara,Kota Sibolga,10.77,0.005,0.05,0.01,-,-,-,-,-,-,-,-,-,-
2021,Sumatera Utara,Kota Tanjung Balai,60.52,0.0579,0.1,0.01,0.01,0,-,-,0.01,-,-,-,0.03,-
2021,Sumatera Utara,Kota Binjai,,,,-,-,-,-,-,-,-,-,-,-,-
2021,Sumatera Utara,Kota Tebing Tinggi,38.96,12.6468,32.46,5.83,-,4.72,1.35,-,0.12,-,-,-,-,0.62
2021,Sumatera Barat,Kab. Pesisir Selatan,"1,938.79",591.52876,30.51,0.2,0.05,306.89,164.77,119.62,-,-,-,-,-,-
2021,Sumatera Barat,Kab. Solok,"3,738.00",0.324,0.01,-,0.17,-,-,-,-,-,-,-,0.15,-
2021,Sumatera Barat,Kab. Sijunjung,"3,130.80",0.04009,0,0.03,-,0,0,-,0,-,-,-,-,-
2021,Sumatera Barat,Kab. Tanah Datar,"1,336.00",0.11829,0.01,0.03,0.08,0.01,-,-,-,-,-,-,-,-
2021,Sumatera Barat,Kab. Padang Pariaman,,65,,-,15,50,-,-,-,-,-,-,-,-
2021,Sumatera Barat,Kab. Agam,"2,232.40",25.69864,1.15,0.29,-,2.61,3.16,4.3,-,-,12.71,2.64,-,-
2021,Sumatera Barat,Kab. Lima Puluh Kota,"3,354.00",0.0008,0,0,-,-,-,-,-,-,-,-,-,-
2021,Sumatera Barat,Kab. Pasaman,"3,947.63",7.97521,0.2,0,0.02,0.01,7.93,-,0.01,-,-,-,-,-
2021,Sumatera Barat,Kab. Dharmasraya,"3,346.00",0.0166,0,0.01,-,0,-,-,-,-,-,-,-,-
2021,Sumatera Barat,Kab. Solok Selatan,"3,346.20",0.4994,0.01,0.04,0.42,-,-,-,-,-,-,-,-,0.04
2021,Sumatera Barat,Kab. Pasaman Barat,"3,887.77",0.1065,0,0,0.03,0.02,-,0.05,-,-,-,-,-,-
2021,Sumatera Barat,Kota Padang,694.96,142.26701,20.47,0.07,0.24,0.19,19.97,0.35,-,0.38,0.01,1,-,120.07
2021,Sumatera Barat,Kota Solok,58.72,11.46525,19.53,0.12,11.31,0.02,0,-,0,-,0.01,-,-,-
2021,Sumatera Barat,Kota Sawahlunto,273.45,0.13122,0.05,0.03,0.08,0.03,-,-,-,-,-,-,-,-
2021,Sumatera Barat,Kota Padang Panjang,23,1.13343,4.93,0.03,0.95,0.03,0,-,0.12,-,0,0.01,-,-
2021,Sumatera Barat,Kota Bukittinggi,25.24,0.05977,0.24,0.06,-,-,-,-,-,-,-,-,-,-
2021,Sumatera Barat,Kota Payakumbuh,80.43,8.53611,10.61,2.15,2.58,0.05,2.56,-,0.14,0.39,0.43,0.24,-,-
2021,Sumatera Barat,Kota Pariaman,73.36,8.024,10.94,-,8.02,-,-,-,-,-,-,-,-,-
2021,Riau,Kab. Kampar,"11,289.28",2.55631,0.02,0.63,0.14,0.02,0,-,0.07,-,-,1.69,-,-
2021,Riau,Kab. Indragiri Hulu,"819,826.00",0.0204,0,0.02,-,-,-,-,-,-,-,-,-,-
2021,Riau,Kab. Bengkalis,7.77,0.55932,7.2,0.51,-,-,0,0,0.05,-,-,0,-,-
2021,Riau,Kab. Indragiri Hilir,13.53,0.01066,0.08,0.01,0,-,-,-,-,-,-,-,-,-
2021,Riau,Kab. Pelalawan,"12,614.78",,,-,-,-,-,-,-,-,-,-,-,-
2021,Riau,Kab. Rokan Hulu,"7,588.13",0.34685,0,0.01,0.33,0.01,-,-,-,-,-,-,-,-
2021,Riau,Kab. Rokan Hilir,"8,881.59",0.304,0,0.02,0.07,0.05,-,-,0.16,-,-,-,-,-
2021,Riau,Kab. Siak,"8,556.09",0.84769,0.01,0.44,0.33,0.05,-,-,0.03,-,-,-,-,-
2021,Riau,Kab. Kuantan Singingi,"7,656.03",0.6112,0.01,0.51,0.11,-,-,-,-,-,-,-,-,-
2021,Riau,Kab. Kepulauan Meranti,"3,708.00",0.01211,0,0.01,-,-,-,-,-,-,-,-,-,-
2021,Riau,Kota Pekanbaru,632.3,3.75058,0.59,1.11,1.99,0.35,-,-,-,-,-,-,-,0.3
2021,Riau,Kota Dumai,"1,727,385.00",,,-,-,-,-,-,-,-,-,-,-,-
2021,Jambi,Kab. Merangin,"7,679.00",771.5824,10.05,0.08,18.53,0.02,-,-,-,-,750.33,2.63,-,-
2021,Jambi,Kab. Sarolangun,"6,174.00",0.05095,0,0.04,0.01,0,-,-,-,-,-,-,-,-
2021,Jambi,Kab. Batanghari,"41,797.00",0.80993,0,0.7,0.03,0.07,-,-,-,-,-,-,-,0.01
2021,Jambi,Kab. Tanjung Jabung Barat,"50,009.82",,,-,-,-,-,-,-,-,-,-,-,-
2021,Jambi,Kab. Tanjung Jabung Timur,"5,445.00",,,-,-,-,-,-,-,-,-,-,-,-
2021,Jambi,Kab. Bungo,"4,659.00",787.07755,16.89,1.27,781.85,0.03,0.49,-,3.44,-,-,-,-,-
2021,Jambi,Kab. Tebo,"6,461.00",,,-,-,-,-,-,-,-,-,-,-,-
2021,Jambi,Kota Jambi,175.53,23.05636,13.14,0.14,0.63,0.06,19.71,-,2.52,-,-,-,-,-
2021,Sumatera Selatan,Kab. Ogan Komering Ulu,"4,797.00",0.013,0,-,0,0.01,0,-,-,0,-,-,-,-
2021,Sumatera Selatan,Kab. Ogan Komering Ilir,"19,023.47",0.08742,0,0.09,-,-,-,-,-,-,-,-,-,-
2021,Sumatera Selatan,Kab. Muara Enim,187.08,21.08166,11.27,0.24,0.67,0.01,2.33,-,0.07,0.48,0.36,3.42,0.01,-
2021,Sumatera Selatan,Kab. Lahat,"4,361.84",0.32056,0.01,0.13,0.12,0.07,-,-,0,-,-,-,-,-
2021,Sumatera Selatan,Kab. Musi Rawas,"6,357.09",,,-,-,-,-,-,-,-,-,-,-,-
2021,Sumatera Selatan,Kab. Musi Banyuasin,"14,265.96","6,882.00",48.24,248.36,"6,633.19",0.18,-,-,0.01,-,-,-,-,0.27
2021,Sumatera Selatan,Kab. Banyuasin,"11,875.00",294.95725,2.48,0.01,-,-,294.78,0.04,0.04,-,-,-,-,0.09
2021,Sumatera Selatan,Kab. Ogan Komering Ulu Timur,102.16,0.11422,0.11,0.04,0.05,0.02,-,-,-,-,-,-,-,-
2021,Sumatera Selatan,Kab. Ogan Komering Ulu Selatan,"5,493.94",,,-,-,-,-,-,-,-,-,-,-,-
2021,Sumatera Selatan,Kab. Ogan Ilir,"2,666.07",,,-,-,-,-,-,-,-,-,-,-,-
2021,Sumatera Selatan,Kota Palembang,400.61,43.83195,10.94,35.14,0.67,0.81,0.12,-,1.42,0.1,-,-,-,5.57
2021,Sumatera Selatan,Kota Prabumulih,434.46,4.72758,1.09,0.47,0.1,0.24,0.89,-,0.6,0.85,1,0.27,-,0.31
2021,Bengkulu,Kab. Bengkulu Selatan,"1,186.70",,,-,-,-,-,-,-,-,-,-,-,-
2021,Bengkulu,Kab. Bengkulu Utara,"4,324.60",4.38385,0.1,0.02,4.33,0.03,-,-,-,-,-,-,-,-
2021,Bengkulu,Kab. Lebong,"1,665.28","1,214.51",72.93,998.15,0.1,0.01,3.01,-,-,-,-,213.25,-,-
2021,Bengkulu,Kab. Kepahiang,665,0,0,0,-,-,-,-,-,-,-,-,-,-
2021,Bengkulu,Kab. Bengkulu Tengah,"1,223.94",,,-,-,-,-,-,-,-,-,-,-,-
2021,Lampung,Kab. Lampung Tengah,"4,789.82",0.0225,0,0.02,-,-,-,-,-,-,-,-,-,-
2021,Lampung,Kab. Lampung Barat,"3,368.14",0.05975,0,0.06,0,-,-,-,-,-,-,-,-,-
2021,Lampung,Kab. Tulang Bawang,"3,466.32",,,-,-,-,-,-,-,-,-,-,-,-
2021,Lampung,Kab. Tanggamus,"4,654.96",0.05865,0,0.01,0.01,0,-,0.01,-,-,-,0.03,-,-
2021,Lampung,Kab. Way Kanan,"3,921.63",399.35234,10.18,0.4,0.04,128.58,249.61,-,13.92,3.59,2.61,0.62,-,-
2021,Lampung,Kab. Pesawaran,"1,173.77",,,-,-,-,-,-,-,-,-,-,-,-
2021,Lampung,Kab. Pringsewu,625,,,-,-,-,-,-,-,-,-,-,-,-
2021,Lampung,Kota Bandar Lampung,197.22,5.32975,2.7,0.01,2.03,0.24,0.92,1.28,-,0.12,-,-,-,0.73
2021,Lampung,Kota Metro,68.74,0.28922,0.42,0.29,-,-,0,-,-,-,-,-,-,-
2021,Kepulauan Bangka Belitung,Kab. Bangka,100,3.61542,3.62,0.59,2.25,0.08,0.11,0.32,0.26,-,-,-,-,-
2021,Kepulauan Bangka Belitung,Kab. Belitung,"2,293.69",41.92327,1.83,0.61,-,-,2.98,0.91,0.71,-,-,-,-,36.72
2021,Kepulauan Bangka Belitung,Kab. Bangka Selatan,"3,607.08",0.76674,0.02,0.06,0.29,0.04,0.02,0.06,0.3,-,-,-,-,-
2021,Kepulauan Bangka Belitung,Kab. Bangka Tengah,"2,279.11",462.74462,20.3,1.67,440.3,0.3,8.27,4.16,6.55,-,-,1.51,-,-
2021,Kepulauan Bangka Belitung,Kab. Belitung Timur,"2,506.91",2.26253,0.09,0,1.57,-,0.19,-,0.09,-,-,0.42,-,-
2021,Kepulauan Bangka Belitung,Kota Pangkal Pinang,118.4,0.00136,0,0,0,0,0,0,0,-,0,-,-,0
2021,Kepulauan Riau,Kab. Bintan,"1,946.13",2.2074,0.11,0.12,0.02,0.05,-,-,2.01,-,-,-,-,-
2021,Kepulauan Riau,Kab. Karimun,"1,524.00",3.64837,0.24,0.03,0.14,-,-,-,1.41,-,-,2.08,-,-
2021,Kepulauan Riau,Kab. Natuna,"2,009.04",,,-,-,-,-,-,-,-,-,-,-,-
2021,Kepulauan Riau,Kab. Lingga,2.12,0.17272,8.15,0.17,-,-,-,-,-,-,-,-,-,-
2021,Kepulauan Riau,Kab. Kepulauan Anambas,590.14,0.02761,0,0,-,-,-,-,0.02,-,-,-,-,0.01
2021,Kepulauan Riau,Kota Batam,"1,595.00",2.11942,0.13,0.08,0.34,0.02,-,1.55,0.13,-,-,-,-,-
2021,Kepulauan Riau,Kota Tanjung Pinang,144.56,25.07202,17.34,20.89,3.91,0.04,-,-,0.23,-,-,-,-,-
2021,DKI Jakarta,Kab. Adm. Kep. Seribu,8.7,2.89867,33.32,0.06,1.5,-,-,0.43,0.05,-,-,-,-,0.86
2021,DKI Jakarta,Kota Adm. Jakarta Pusat,48.13,0.83742,1.74,0.1,-,0.36,-,-,0.38,-,-,-,-,-
2021,DKI Jakarta,Kota Adm. Jakarta Utara,140,1.55831,1.11,0.43,0.19,0.33,-,-,0.61,-,-,-,-,-
2021,DKI Jakarta,Kota Adm. Jakarta Barat,124.4,0.02241,0.02,-,-,-,-,-,-,-,-,-,-,0.02
2021,DKI Jakarta,Kota Adm. Jakarta Selatan,154.3,0.81989,0.53,0.82,-,-,-,-,-,-,-,-,-,0
2021,DKI Jakarta,Kota Adm. Jakarta Timur,182.7,0.12129,0.07,0.1,-,0.02,-,-,-,-,-,-,-,-
2021,Jawa Barat,Kab. Sukabumi,"4,145.70",,,-,-,-,-,-,-,-,-,-,-,-
2021,Jawa Barat,Kab. Bandung,"1,762.00",281.48932,15.98,52.6,12.88,162.06,1.01,-,45.45,1.22,4.84,0.02,-,1.34
2021,Jawa Barat,Kab. Garut,"3,065.19",0.17318,0.01,0.02,0.04,-,-,-,0.11,-,-,-,-,-
2021,Jawa Barat,Kab. Tasikmalaya,270.68,,,-,-,-,-,-,-,-,-,-,-,-
2021,Jawa Barat,Kab. Ciamis,"1,425.00",65.73754,4.61,0.11,0.34,0.12,0.88,-,2.37,0.34,-,6.69,0.01,54.82
2021,Jawa Barat,Kab. Kuningan,"1,194.00",0.1076,0.01,0.02,0.07,-,-,-,-,-,-,-,-,0.02
2021,Jawa Barat,Kab. Cirebon,"1,070.29",0.19015,0.02,0.03,0.03,0.09,-,-,0.04,-,-,-,-,-
2021,Jawa Barat,Kab. Sumedang,"1,558.72",1.08032,0.07,0.03,0.35,0.06,0,-,0.22,-,-,0.04,-,0.35
2021,Jawa Barat,Kab. Indramayu,"2,099.42",1.20771,0.06,0.41,-,-,0.1,0.64,0.06,-,-,-,-,-
2021,Jawa Barat,Kab. Bandung Barat,"1,306.00",0.0008,0,-,-,-,-,-,0,-,-,-,-,-
2021,Jawa Barat,Kota Bogor,"11,850.00",,,-,-,-,-,-,-,-,-,-,-,-
2021,Jawa Barat,Kota Sukabumi,48.2,2.62824,5.45,0.06,0.05,1.87,0.01,-,0.65,-,-,-,-,-
2021,Jawa Barat,Kota Bandung,167.31,,,-,-,-,-,-,-,-,-,-,-,-
2021,Jawa Barat,Kota Cirebon,37.36,1.67529,4.48,0.61,-,-,-,-,-,-,-,-,-,1.06
2021,Jawa Barat,Kota Bekasi,210.49,0.1046,0.05,0.08,0.02,-,-,-,-,-,-,-,-,-
2021,Jawa Barat,Kota Depok,200.29,0.64659,0.32,0.19,0.07,0.05,-,-,0.33,-,-,-,-,-
2021,Jawa Barat,Kota Cimahi,42.73,0.37212,0.87,0.06,0.13,0.07,-,-,0.11,-,-,-,-,-
2021,Jawa Barat,Kota Banjar,132,36.26402,27.47,0.16,0.08,0.04,0.65,-,0.01,0.02,-,-,-,35.31
2021,Jawa Tengah,Kab. Cilacap,425.65,43.09717,10.13,1.3,0.68,1.83,33.05,1.56,1.87,0.9,1.52,0.39,-,-
2021,Jawa Tengah,Kab. Banyumas,"1,328.00",231.29008,17.42,2.77,0.31,0.06,17.23,-,17.22,1.44,2.81,0,0.02,181.9
2021,Jawa Tengah,Kab. Banjarnegara,"1,069.73",,,-,-,-,-,-,-,-,-,-,-,-
2021,Jawa Tengah,Kab. Kebumen,"1,281.12",18.9248,1.48,0.46,0.01,15.04,-,-,3.41,-,-,-,-,-
2021,Jawa Tengah,Kab. Purworejo,"1,034.84",0.32718,0.03,0.15,0.01,0,0.01,-,0.16,-,-,-,-,-
2021,Jawa Tengah,Kab. Wonosobo,"98,468.00",,,-,-,-,-,-,-,-,-,-,-,-
2021,Jawa Tengah,Kab. Magelang,"1,085.73",0.5905,0.05,0.02,0.13,0.23,0.01,-,0.2,-,-,-,-,-
2021,Jawa Tengah,Kab. Boyolali,"1,096.35",0.27836,0.03,0.24,0,-,-,-,-,-,-,-,-,0.04
2021,Jawa Tengah,Kab. Klaten,655.56,,,-,-,-,-,-,-,-,-,-,-,-
2021,Jawa Tengah,Kab. Sukoharjo,466.66,0.001,0,-,0,-,-,-,-,-,-,-,-,-
2021,Jawa Tengah,Kab. Wonogiri,"1,822.36",701.0428,38.47,0.02,693.82,7.2,-,-,-,-,0,-,-,-
2021,Jawa Tengah,Kab. Karanganyar,774,,,-,-,-,-,-,-,-,-,-,-,-
2021,Jawa Tengah,Kab. Sragen,941.55,117.41281,12.47,0.13,60.09,42.7,10.63,-,0.51,0.38,0.11,2.86,-,-
2021,Jawa Tengah,Kab. Grobogan,"2,022.25",0.70545,0.03,0.71,-,-,-,-,-,-,-,-,-,-
2021,Jawa Tengah,Kab. Blora,"1,820.95",,,-,-,-,-,-,-,-,-,-,-,-
2021,Jawa Tengah,Kab. Rembang,"1,014.08",1.37809,0.14,0.08,1.28,0.02,-,-,-,-,-,-,-,-
2021,Jawa Tengah,Kab. Pati,"1,503.68",391.48639,26.04,10.43,-,1.67,5.19,2.34,1.01,-,0.06,0.82,-,369.97
2021,Jawa Tengah,Kab. Kudus,425.2,6.30059,1.48,0.05,0.01,0.12,5.73,-,0.38,-,-,-,-,-
2021,Jawa Tengah,Kab. Jepara,"1,047.41",180.49044,17.23,1.35,177.31,0.19,-,1.14,0.47,-,-,-,0.02,-
2021,Jawa Tengah,Kab. Demak,897.43,0.73939,0.08,0.03,-,0.01,-,-,-,-,-,-,-,0.7
2021,Jawa Tengah,Kab. Semarang,"95,021.00",,,-,-,-,-,-,-,-,-,-,-,-
2021,Jawa Tengah,Kab. Temanggung,870.65,0.10315,0.01,0.06,0.03,0.01,-,-,-,-,-,-,-,-
2021,Jawa Tengah,Kab. Kendal,"1,002.23",0.07119,0.01,0.07,-,-,-,-,-,-,-,-,-,-
2021,Jawa Tengah,Kab. Batang,"78,864.00",,,-,-,-,-,-,-,-,-,-,-,-
2021,Jawa Tengah,Kab. Pekalongan,836.13,0.23771,0.03,0.18,0.01,0,-,-,0.04,-,-,-,-,0.01
2021,Jawa Tengah,Kab. Pemalang,"1,115.00",150.178,13.47,0.18,-,-,-,-,-,-,-,150,-,-
2021,Jawa Tengah,Kab. Tegal,876.1,0.11347,0.01,0.11,-,-,-,-,-,-,-,-,-,-
2021,Jawa Tengah,Kab. Brebes,"1,769.62",,,-,-,-,-,-,-,-,-,-,-,-
2021,Jawa Tengah,Kota Magelang,18.12,1.87,10.32,0.78,0.69,0.05,0,-,0.35,-,-,-,-,-
2021,Jawa Tengah,Kota Salatiga,56.78,0.53579,0.94,0.16,0,0.01,-,-,0.37,-,-,-,-,-
2021,Jawa Tengah,Kota Semarang,373.7,109.33806,29.26,2.15,28.69,14.65,9.98,5.37,4.32,0.46,0.3,43.41,-,-
2021,Jawa Tengah,Kota Pekalongan,45.25,,,-,-,-,-,-,-,-,-,-,-,-
2021,Jawa Tengah,Kota Tegal,39.68,,,-,-,-,-,-,-,-,-,-,-,-
2021,D.I. Yogyakarta,Kab. Kulon Progo,586.3,0.76066,0.13,0.05,0.05,0,0.01,0,0.27,-,-,0,-,0.35
2021,D.I. Yogyakarta,Kab. Bantul,506.85,2.3513,0.46,0,0,1.22,0.29,-,0.2,0.03,0.53,-,-,0.08
2021,D.I. Yogyakarta,Kab. Gunungkidul,"1,485.00",1.55496,0.1,0.37,0.07,0.07,0.77,0.13,0.11,-,-,0.04,-,-
2021,D.I. Yogyakarta,Kab. Sleman,574.82,28.98814,5.04,1,-,-,15.99,-,0.37,-,-,11.63,-,-
2021,D.I. Yogyakarta,Kota Yogyakarta,32.5,2.61936,8.06,0.5,0.17,0.76,0.43,-,0.34,0.11,-,-,-,0.31
2021,Jawa Timur,Kab. Pacitan,"1,390.00",,,-,-,-,-,-,-,-,-,-,-,-
2021,Jawa Timur,Kab. Ponorogo,"137,178.00",0.11565,0,0.12,-,-,-,-,-,-,-,-,-,-
2021,Jawa Timur,Kab. Trenggalek,"1,261.40",0.007,0,0.01,-,-,-,-,-,-,-,-,-,-
2021,Jawa Timur,Kab. Blitar,"1,588.79",0.1045,0.01,0.06,0.02,0,0.02,-,-,-,-,-,-,0
2021,Jawa Timur,Kab. Kediri,"1,386.05",0.14743,0.01,0.1,-,0.03,0,-,0.01,-,-,-,-,0
2021,Jawa Timur,Kab. Malang,"3,530.65",0.18934,0.01,0.06,0,0.06,0,-,0,0,-,0.04,-,0.03
2021,Jawa Timur,Kab. Lumajang,"99,999.99",4.02681,0,0.1,0,3.92,-,-,-,-,-,-,-,-
2021,Jawa Timur,Kab. Banyuwangi,"5,782.50",2.42879,0.04,0.92,0.09,0.83,-,0.21,0.38,-,-,0,-,-
2021,Jawa Timur,Kab. Bondowoso,"1,560.10",0.05403,0,0.05,0.01,-,-,-,-,-,-,-,-,-
2021,Jawa Timur,Kab. Situbondo,"1,638.50",1.10696,0.07,0.13,0.05,0.08,-,0.79,0.06,-,-,-,-,-
2021,Jawa Timur,Kab. Probolinggo,"1,696.17",3.99245,0.24,0.04,0,0,0,3.88,0.03,0,-,0.04,-,-
2021,Jawa Timur,Kab. Pasuruan,"1,474.02",0.89211,0.06,0,0.88,0.01,-,-,-,-,-,-,-,-
2021,Jawa Timur,Kab. Sidoarjo,714.27,0.34084,0.05,0.1,0.03,0.1,0,-,0.1,0,-,-,-,-
2021,Jawa Timur,Kab. Mojokerto,692.15,,,-,-,-,-,-,-,-,-,-,-,-
2021,Jawa Timur,Kab. Jombang,"1,159.50",0.29793,0.03,0.28,0.02,0,-,-,-,-,-,-,-,-
2021,Jawa Timur,Kab. Nganjuk,"1,224.33",0.10092,0.01,0.07,0.03,-,-,-,-,-,-,-,-,-
2021,Jawa Timur,Kab. Madiun,"1,010.86",458.94622,45.4,0.24,0.04,0.01,-,-,-,-,-,-,2.01,456.65
2021,Jawa Timur,Kab. Magetan,688.84,0.27921,0.04,0.04,0.12,0.12,-,-,-,-,-,-,-,-
2021,Jawa Timur,Kab. Ngawi,"1,295.98",0.72214,0.06,0.55,0.12,0.05,-,-,0,-,-,-,-,-
2021,Jawa Timur,Kab. Bojonegoro,"2,307.06",16.13813,0.7,0.31,0.02,1.66,13.33,-,0.4,0.42,-,-,-,-
2021,Jawa Timur,Kab. Tuban,"1,839.94",48.55392,2.64,10.2,0.08,-,16.74,3.01,4.83,-,-,12.95,0.75,-
2021,Jawa Timur,Kab. Lamongan,1.81,0.1117,6.17,0.09,0.01,0.02,-,-,-,-,-,-,-,-
2021,Jawa Timur,Kab. Gresik,5.54,15.74011,284.12,1.1,2.14,0.75,0.14,0.04,0.28,0,-,11.28,-,-
2021,Jawa Timur,Kab. Sampang,"1,233.30",1.8989,0.15,0.02,0.01,0.57,-,1.3,-,-,-,-,-,-
2021,Jawa Timur,Kab. Pamekasan,792.2,39.31966,4.96,0.1,0,10.2,1.86,-,0.43,-,0.06,5.8,-,9.12
2021,Jawa Timur,Kab. Sumenep,"2,093.47",0.44105,0.02,0.02,0.05,0.07,0.14,-,0.16,-,-,-,0,-
2021,Jawa Timur,Kota Kediri,63.4,0.81584,1.29,0.67,0.04,0.03,0.02,-,-,-,-,0.04,0.01,0
2021,Jawa Timur,Kota Blitar,32.58,11.28073,34.62,0.51,0.03,0.07,1.45,-,0.23,0.08,0.33,1.28,0.01,7.29
2021,Jawa Timur,Kota Malang,110.06,16.76385,15.23,0.61,0.1,0.99,6.22,-,1.16,0.28,0.81,-,0,6.59
2021,Jawa Timur,Kota Probolinggo,56.67,5.9949,10.58,0.09,0.04,-,1.84,-,0.56,0.12,0.25,-,0.04,3.03
2021,Jawa Timur,Kota Pasuruan,35.29,8.6935,24.63,0.13,0.02,0.01,-,-,0.23,-,-,-,-,8.3
2021,Jawa Timur,Kota Mojokerto,20.21,0.05072,0.25,0.05,-,-,-,-,-,-,-,-,-,-
2021,Jawa Timur,Kota Madiun,33.23,2.88766,8.69,0.69,0.16,0.33,1,-,0.44,0.19,-,-,-,-
2021,Jawa Timur,Kota Surabaya,334.51,54.55925,16.31,1.21,0.66,2.15,-,45.7,2.85,-,-,1.98,-,-
2021,Jawa Timur,Kota Batu,199,26.47551,13.3,0.1,20.55,-,-,2.87,0.24,-,-,0.05,-,2.66
2021,Banten,Kab. Lebak,"3,305.07",5.79218,0.18,1.72,0,0.05,1.92,0.02,1.75,0.01,0.32,-,-,-
2021,Banten,Kota Tangerang,164.55,,,-,-,-,-,-,-,-,-,-,-,-
2021,Banten,Kota Cilegon,175.51,,,-,-,-,-,-,-,-,-,-,-,-
2021,Banten,Kota Serang,266.74,0.0442,0.02,-,0.04,-,-,-,-,-,-,-,-,-
2021,Banten,Kota Tangerang Selatan,147.19,0.00023,0,0,-,-,-,-,-,-,-,-,-,-
2021,Bali,Kab. Jembrana,841.8,0.41452,0.05,0.35,0,0.04,-,-,-,-,-,-,-,0.02
2021,Bali,Kab. Tabanan,"83,933.00",53.10619,0.06,20.13,0.22,-,0.02,-,0.04,-,-,-,-,32.71
2021,Bali,Kab. Badung,420.1,59.6966,14.21,59.7,-,-,-,-,-,-,-,-,-,-
2021,Bali,Kab. Gianyar,368,,,-,-,-,-,-,-,-,-,-,-,-
2021,Bali,Kab. Klungkung,"31,500.00",0.0656,0,0.07,-,-,-,-,-,-,-,-,-,-
